file_name,language,gender,dialect,text,speaker_id,line_id
3575260643.wav,French,Female,Canada,"18, c'est le maximum. Donc, là aussi, les températures redescendent. La vingtaine à Regina, la quinzaine à Winnipeg. On se promènera plus près des valeurs de saison cette semaine. On met de côté la chaleur d'été un petit peu.",FCF35752,3575260643
2414364534.wav,French,Female,Canada,"Je m'appelle Marie-Eve Tremblay. En collaboration avec la journaliste Isabelle Hachet de la presse, voici un balado sur l'affaire Julien Lacroix, 2 ans plus tard. Maud Sabague est réalisatrice en télévision. Elle a rencontré Julien Lacroix en 2018, après qu'on lui a demandé de suivre le jeune humoriste pour la réalisation d'un documentaire.",FCF24143,2414364534
2414353701.wav,French,Female,Canada,"Quelques jours après la sortie de l'enquête qui le concernait, Julien Lacroix est entré en thérapie fermée à la maison Jean-Lapointe. Dans ses rares sorties publiques depuis sa dénonciation, il a abordé ses problèmes de consommation. À chaque fois, ça a été très mal reçu.",FCF24143,2414353701
2414329072.wav,French,Female,Canada,"Et on peut comprendre pourquoi. Même les tribunaux ont établi clairement que l'intoxication n'est pas une défense valable dans ce genre de dossier-là. Mais Julien et son entourage n'arrivent pas à s'enlever de la tête que toutes ces histoires ont un point en commun, l'alcool.",FCF24143,2414329072
2414325589.wav,French,Female,Canada,"Julien hésite à entrer dans les détails de ses problèmes de consommation parce qu'il est inquiet de la réaction que ça pourrait générer. Mais on comprend que c'est quelque chose qui fait intégralement partie de sa vie. Il a d'ailleurs lancé un groupe de soutien pour les jeunes et moins jeunes, qui ont des problèmes de consommation.",FCF24143,2414325589
2414317918.wav,French,Female,Canada,"Julien Lacroix a tenté de contacter ces dénonciatrices dont il connaissait l'identité. Il s'est buté, dans la majorité des cas, à des refus de le rencontrer. Certaines lui reprochent de ne pas s'excuser par écrit publiquement, mais du point de vue de Julien, c'est dans une conversation, comme celle qu'a eu avec deux femmes qui faisaient partie des neuf victimes, qu'il peut y avoir de réels échanges et, bien sûr, des excuses.",FCF24143,2414317918
2414395688.wav,French,Female,Canada,"Vous venez d'entendre les témoignages, 2 ans plus tard, de plusieurs personnes impliquées dans la dénonciation de Julien Lacroix. Je répète que l'objectif premier est de faire avancer la discussion sur le traitement populaire qu'on réserve autant pour les personnes qui dénoncent que pour les personnes dénoncées. Si c'est ce cas précis qu'on décortique, et pas d'autres, c'est parce que deux femmes ont ressenti le besoin d'en parler publiquement sur les réseaux sociaux.",FCF24143,2414395688
3711822165.wav,French,Female,Canada,"Je reçois un appel de son gérant qui me demande si je suis intéressée à faire un documentaire sur les dessous de l'ascension fulgurante de Julien. Mais en me disant, on te donnerait vraiment carte blanche parce que Julien, on lui déroule le tapis rouge en ce moment, mais je me rappelle, il m'a dit, on lui déroule le tapis rouge, mais il pourrait très très bien s'enfarger dedans aussi, tu sais. Ça va vite, il est dans toutes sortes d'excès, tu sais, de tout ça.",FCF37118,3711822165
3711828756.wav,French,Female,Canada,"Il arrive d'un background familial qui est particulier, c'est quelqu'un anxieux, mais c'est vraiment une belle personne, puis je pense que ça vaudrait la peine d'aller en coulisse puis de filmer tout ça.",FCF37118,3711828756
3711838579.wav,French,Female,Canada,"J'ai commencé à filmer ce documentaire-là, puis c'est vraiment à travers ces premiers tournages-là que j'ai découvert une autre facette de Julien. Je le trouvais gentil, je le trouvais bon avec les gens qui l'entouraient. Mais rapidement, dès les premiers tournages, j'ai tourné dans des bars avec lui, puis je me souviens aussi avoir vu, dès la première sortie, qu'il ne tient pas bien l'alcool, ce gars-là.",FCF37118,3711838579
3711860209.wav,French,Female,Canada,"Il se fait sortir par le bouncer. Je n'ai jamais, jamais été témoin de rien qui avait un lien avec de la violence sexuelle. Mais il était désagréable, il était super désagréable. C'était la joke de trop, c'était gênant. Même je me disais, connu comme il est, je vois du monde faire des stories, prendre des photos avec lui, il était méché. Il va-tu dire l'affaire de trop?",FCF37118,3711860209
3711818479.wav,French,Female,Canada,"Bref, ça, je me souviens. On avait filmé ça, puis il me laissait filmer ça. Plus je tournais avec, plus je me rendais compte aussi qu'on tissait un lien, que je commençais à développer des sentiments, que c'était réciproque. Mais je voyais aussi quelqu'un qui souffrait beaucoup. Comme ça, j'ai eu des centaines d'heures d'archives pour faire des ponts dans le film. Puis je me suis aussi tombée sur l'histoire de sa maman.",FCF37118,3711818479
3711893780.wav,French,Female,Canada,"Puis je veux dire, j'en connais beaucoup aujourd'hui sur leur histoire. Puis sur le background dans lequel il a grandi, Julien a grandi dans un milieu où il y a des problèmes de santé mentale que sa mère vit. C'est des problèmes de consommation graves. Il a été exposé à ça depuis toujours. Ça a été banalisé. Ça a été, tu sais, depuis qu'il y a 13 ans, ça a été une porte de sortie, la consommation, pour engourdir un mal-être, tu sais.",FCF37118,3711893780
3711853934.wav,French,Female,Canada,"Quand c'était pas, je m'en vais faire de la création parce qu'il fait des films, il fait des vidéoclips, il fait des toutes sortes de projets. C'était ça qui lui faisait du bien dans son mal-être, ça, ou quand il a découvert la boisson, parce que ça engourdissait quelque chose.",FCF37118,3711853934
3711886808.wav,French,Female,Canada,"Quand il a essayé de faire ça, à chaque fois, il a été comme complètement détruit sur les réseaux sociaux par tout le monde. Sur le plan humain, c'est super difficile de voir la personne que t'aimes comme se faire rejeter puis abandonner par tout le monde, puis pouvoir pratiquer ton métier, ta passion, ce qui te garde en vie, tu sais. Les gens ne savent pas, mais comme...",FCF37118,3711886808
3711892823.wav,French,Female,Canada,"Moi, j'ai trouvé des lettres suicides de Julien le lendemain que l'article est sorti. Je suis revenu à la maison puis il avait laissé une lettre pour toutes ses frères puis pour moi, puis tu sais, c'est gros. Il comprenait pas ce qui se passait.",FCF37118,3711892823
3711852809.wav,French,Female,Canada,"Il pensait qu'il était un monstre à ce moment-là, tu sais. C'est tellement gros que tu finis par croire que c'est vrai puis que c'est... Je pense que c'est comme un gros sentiment d'impuissance, là.",FCF37118,3711852809
3711858564.wav,French,Female,Canada,"Tu sais, j'en ai voulu à certains moments donné à sa boîte de production ou à des gens qui l'ont abandonné ou à des gens qui ont... Mais finalement, comme une partie non c'est tellement plus gros qu'eux, tu sais. Si tu t'exprimes ou si tu oses amener un peu de nuances ou si tu oses même comme prendre un peu sa défense, c'est comme si tu défends un agresseur, tu sais.",FCF37118,3711858564
3711893160.wav,French,Female,Canada,"J'ai peur de parler aujourd'hui parce que j'ai peur de passer pour la fille qui est contre le mouvement, contre les autres filles ou qui a été manipulée par Julien, qui est une pauvre esservelée manipulée, une victime de Julien. Je suis pas une victime de Julien, là. Je veux dire, je vis la relation la plus saine depuis trois ans et demi avec un être extraordinaire puis je le crierais sur tous les toits, là.",FCF37118,3711893160
3711822841.wav,French,Female,Canada,"Je veux dire, c'est un papay et un amoureux extraordinaire. C'est un ami extraordinaire. C'est un petit cul qui a fait des niaiseries. Moi, c'est ça, ma vision de cette histoire-là. Il faut qu'on fasse mieux. Il faut que ce genre de comportement-là qu'on avait à une certaine époque, quand j'étais au secondaire, il faut qu'on fasse mieux, il faut qu'on élève mieux nos enfants, nos filles, nos garçons.",FCF37118,3711822841
2414313181.wav,French,Female,Canada,Nous avons sollicité une entrevue auprès du journal Le Devoir afin d'obtenir son point de vue sur cette affaire. Le quotidien a accepté notre demande à condition d'obtenir nos questions à l'avance. Nous avons refusé cette condition.,FCF24143,2414313181
2414388553.wav,French,Female,Canada,Ce projet se veut une réflexion sur l'impact d'une annonciation publique et non pas une critique de la démarche journalistique du Devoir. Je m'appelle Marie-Eve Tremblay. Ce balado a été mené en collaboration avec la journaliste Isabelle Haché de la presse. Il a été réalisé et monté par Larry Dufresne. ,FCF24143,2414388553
3711858320.wav,French,Female,Canada,"En janvier 2021, Julien a écrit un mot pour s'excuser et un peu pour dire, regardez, je fais du vrai travail sur moi pis c'est vrai. Il a fait tout ce qu'il fallait. Il avait déjà arrêté de boire, mais il a continué dans le chemin de la sobriété. Il est allé voir des psychologues, il a consulté, il est allé dans ses meetings, il n'a jamais arrêté d'ailleurs.",FCF37118,3711858320
3711824371.wav,French,Female,Canada,"Il est allé rencontrer des féministes, il est allé rencontrer une Rose-Aimée, une Judith Lussier, il a essayé d'écrire à toutes les filles, il a essayé de contacter Geneviève pour s'asseoir avec elle, pour comprendre. Il n'a jamais été dans l'attaque, il n'a jamais été dans la même justification.",FCF37118,3711824371
3711853611.wav,French,Female,Canada,"Bon, il y a des choses que je cautionne pas, mais pour moi, comme être humain, j'ai envie de devenir une meilleure personne, je vais apprendre de ça. Puis à chaque fois qu'il a tenté d'aller dans la direction de la guérison, puis sans non plus",FCF37118,3711853611
3711876195.wav,French,Female,Canada,"mettre de la pression aux filles, de s'asseoir avec lui, mais juste de dire, hey, tu sais, je suis là, puis j'avance, puis quand vous serez prête, bien, sachez que je suis là, mais que je veux faire mieux, tu sais. ",FCF37118,3711876195
3711818920.wav,French,Female,Canada,"Ça, c'est de se sentir qu’ il ya du ravale, toujours, puis qu'on veut juste entendre comme un côté, tu sais, de voir sur les réseaux sociaux. Tu sais, j'ai dû me déconnecter des réseaux sociaux les premiers mois où tout ça est sorti ou à chaque fois que Julien a tenté comme des excuses publiques.",FCF37118,3711818920
3711871937.wav,French,Female,Canada,"Tu sais, moi, j'en ai reçu des messages de menace, de haine, des messages utilisant le nom de mon fils comme étant l'effet d'un violeur, des journées où je m'en vais travailler puis je reçois ces messages-là, puis il faut que je fasse ma journée puis que je sois...",FCF37118,3711871937
2166429513.wav,French,Male,Canada,"Après votre expulsion du caucus du PLQ en 2022, ça fait bon moment déjà, vous souhaitiez renouer à temps partiel avec votre profession, mais vous avez demandé un avis à la commissaire à l'Éthique et les règles qui vous ont été exposées vous ont semblé tellement stric que vous y avez renoncé.",FCM21664,2166429513
2166459550.wav,French,Male,Canada,"Quelles étaient ces règles strictes? J'ai vu la vie, mais pour le bénéfice de nos auditeurs, il y avait beaucoup de règles. Vous ne pouviez pas, par exemple, avoir des clients dans votre circonscription?",FCM21664,2166459550
2166497637.wav,French,Male,Canada,"Oui, mais il y avait beaucoup d'éléments dans votre avis. Il ne faut pas que vous ayez l'air de vous bâtir une clientèle. Donc, en parler publiquement, c'est malaisant. Il ne faut pas avoir non plus travaillé en dehors des soirées. Il ne faut pas travailler les jours de semaine. C'est vraiment précis aussi sur le moment où vous devriez rencontrer des clients.",FCM21664,2166497637
2166476060.wav,French,Male,Canada,"Puis aussi, le matériel de l'Assemblée nationale, donc il faut utiliser un autre ordinateur et un autre cellulaire.",FCM21664,2166476060
2166453956.wav,French,Male,Canada,"Oui, mais vous mettez en garde, là. Il y avait l'intérêt personnel. Ne pouvez pas influencer votre indépendance de jugement dans l'exercice de votre charge. Donc quand il est question aussi de droit de la famille à l'Assemblée nationale, c'est délicat.",FCM21664,2166453956
2166440139.wav,French,Male,Canada,"Là, on a finalement pu voir les avis qui avaient été produits pour votre collègue élu de Québec solidaire, Guillaume Cliche-Rivard. Moi, quand je mets les deux avis à côté, je trouve qu'il a obtenu des permissions qui me semblent en contradiction avec ce que la commissaire à l'Éthique vous a mis comme carré de sable. Et c'est ça, votre carré de sable est beaucoup plus restreint, il me semble. Est-ce que c'est une impression que vous partagez?",FCM21664,2166440139
2166458797.wav,French,Male,Canada,"Il est l'unique actionnaire, donc à la fin de l'année, il peut obtenir les revenus de tout ça et dire partout qu'il est avocat spécialiste en droit de l'immigration, alors qu'il est critique en matière d'immigration. Donc vous, vous pourriez, si on applique ça à vous, vous pourriez vous créer un cabinet, j'imagine.",FCM21664,2166458797
2166443882.wav,French,Male,Canada,"Il y a une autre collègue, Brigitte Garceau, elle qui est élue du Parti libéral. Elle aussi fait du droit de la famille. Et elle n'a pas eu d'avis clairs.",FCM21664,2166443882
2166429562.wav,French,Male,Canada,"Je veux dire, elle n'a pas eu d'avis écrit. Donc, je peux pas savoir exactement, ou en tout cas, le public peut pas savoir exactement quelle sorte de carré de sable est là. Elle, qu'est-ce que vous pensez de ça?",FCM21664,2166429562
2166490398.wav,French,Male,Canada,"Donc, il y a des distorsions dans les avis, dans les situations. Vous, allez-vous demander comme une mise à jour pour pouvoir pratiquer ou vous avez vraiment renoncé à pratiquer jusqu'à la fin de votre mandat?",FCM21664,2166490398
2166471670.wav,French,Male,Canada,"C'est ça. Vous l'avez dit, vous travaillez très fort comme député. D'où ma surprise, moi, de prendre conscience qu'il y a des députés qui ont quand même une pratique professionnelle à temps partiel. Est-ce que, justement, est-ce que vous avez plus de temps libre qu'on pense?",FCM21664,2166471670
8720116056.wav,French,Male,Canada,"Si on avait été ensemble en Gaspésie, à Chibougamau, en Abitibi. Écoutez, j'écoutais Nicolas pis je me disais, la personne que j'aimerais entendre aujourd'hui, c'est Émilise Lessard-Therrien. C'est elle qui a lancé tout le débat il y a deux semaines quand elle est démissionnée, qui a lancé une bombe.",FCM87201,8720116056
8720181503.wav,French,Male,Canada,"a lancé un débat assez précis en disant, il y a une clique autour du chef, il y a une façon de se fonctionner que je n'apprécie pas, il y a une place qui n'est pas faite pour les femmes, une place pour mes idées aussi qui manque. Et là, on a fait dévier le débat en disant, écoute, on prend la déclaration de Saguenay qui était déjà préparée, qui était déjà prévue et le débat délivre ça.",FCM87201,8720181503
8720183755.wav,French,Male,Canada,"Je trouve qu'il manque quelque chose de concret là-dedans. Et il y a aussi dans ce groupe-là, Sol Zenetti qui est un très proche ami de Catherine Dorion et plusieurs personnes, plusieurs dessinateurs de la lettre qui sont justement dans le groupe autour de Sol.",FCM87201,8720183755
8720153880.wav,French,Male,Canada,"Devons-nous nous conformer à ces exigences ou les questionner? Si on revient à ce que Nicolas disait en disant, auparavant, Québec solidaire parlait de nationaliser l'industrie forestière, les mines aussi, les banques, si je me souviens bien, ou en partie, toujours bien. Maintenant, Québec solidaire dit, non, on va œuvrer dans le système politique habituel, capitaliste qui existe.",FCM87201,8720153880
2166497109.wav,French,Male,Canada,"J'y vois aussi du Catherine Dorion derrière ça, parce que Catherine Dorion, c'est pour ça aussi qu'elle a quitté, c'est l'aspect institution, les règles institutionnelles qui la titillaient, qui a fait qu'elle est partie. Et jusqu'à la sortie de son livre, elle était partie un peu, on ne l'entendait plus. Et depuis la sortie de son livre, on dirait qu'elle a repris goût à l'espace public. Elle veut se faire entendre et tous ces petits coups qu'elle fait présentement…",FCM21664,2166497109
2166495818.wav,French,Male,Canada,"Elle considère que c'est un excellent parlementaire, quelqu'un qui a ses avantages, qui est pertinent pour le parti. Mais elle, elle veut que Gabrielle accepte qu'il puisse y avoir au sein du parti des gens qui sont plus créatifs, qui sont plus justement, qui essaient de changer les choses autrement, un peu comme Émilise et Catherine Dorion sont.",FCM21664,2166495818
2166440108.wav,French,Male,Canada,"Parce que tu sais, quand même, il a gagné son vote de confiance, Gabriel Nadeau-Dubois en même temps, il a perdu, je ne pense pas qu'il appuyait Émilise, donc ça, ce vote-là, il l'a perdu au mois d'août. Donc, c'est difficile de savoir exactement de quelle bord va pencher la salle le 25 mai à Jonquière.",FCM21664,2166440108
2166479109.wav,French,Male,Canada,"Émilie a gagné de justesse le coup porte-parole. Donc, c'est difficile de voir quelle barre ça va prendre. Pierre Fitz-Gibbon, Patrick Bellerose, comment avez-vous avez vécu ça dans les corridors, son espèce de valsesitation sur son avenir?",FCM21664,2166479109
8720194643.wav,French,Male,Canada,"Il n'est pas du tout inquiet des questions qu'on lui pose. Il s'arrête chaque fois, il répond. Quand il trouve ça pertinent, il répond sur le fond. Quand il trouve ça un petit peu impertinent, ben écoute, il joue avec nous. Et la donc c'est lui-même qui a un peu lancé un papier dans la mort en disant au Journal des Affaires. Je pense que deux mandats c'est assez. Grosso modo, je m'en vais après. On s'en doutait déjà, on le savait. Et là il y a des collègues qui ont demandé, est-ce que vous vous engagez minimum à finir votre mandat?",FCM87201,8720194643
8720177632.wav,French,Male,Canada,"Et sa réponse était, je m'engage à livrer ce que j'ai promis à François Legault. Donc, son projet de loi qui s'en vient très bientôt. Sur la réforme énergétique au Québec. La filière batterie. Il dit après ça, tu sais, je partirai quand ce sera fini. Donc, pas nécessairement, jusqu'à la fin du mandat. Et là donc, on lui parle un petit peu. Il n'a pas trop envie d'en parler. Il rentre au salon bleu.",FCM87201,8720177632
8720110694.wav,French,Male,Canada,"On lui demande des précises. Il dit, ah mais tu, je pourrais faire un troisième mandat si j'ai pas terminé. On comprend que c'est pas nécessairement vrai. Mais quand même, on voit qu'il s'amuse comme ça, qu'il joue avec nous. Et même que le lendemain, il ressortit en disant, alors je vais le faire un troisième mandat.",FCM87201,8720110694
8720141365.wav,French,Male,Canada,"Les sondages sont mauvais. Ça crée un momentum, comme on a déjà vu au PQ, si tu te souviens bien, il y a quelques années. Donc, même si Pierre Fitzgibbon a raison de dire quand quelqu'un démissionne, démissionne, puis il annonce le matin à même, puis c'est tout, tout politicien qui est un petit peu ratoureux, c'est très bien que tu le dis pas d'avance. Puis tu te dis oui, oui, je vais terminer mon mandat. Puis si jamais tu le termines pas, bien tu l'annonces, puis tu t'en vas.",FCM87201,8720141365
2185425462.wav,French,Male,Canada,"Il veut l'avoir un peu évoluée encore, mais il n'y aura pas de nouveaux contrats. Je pense que Northvolt sera le point central de cette filière batterie-là. Après ça, il a aussi dit qu'il ne faut pas juste miser là-dessus. Il ne faut pas mettre tous nos oeufs dans le même panier aussi sur le plan économique. Donc, il est fier de ça. Mais le projet de loi, il n'y a pas pensé.",FCM21854,2185425462
8720152084.wav,French,Male,Canada,"Je vais faire une petite prédiction. Je pense qu'il va partir six mois à peu près, quelques mois avant la fin du mandat, histoire de dire, écoutez, moi, je ne le représente pas. Donc, mets quelqu'un d'autre, si tu veux, pour que la personne ait le temps de se faire valoir, se faire voir.",FCM87201,8720152084
8720136270.wav,French,Male,Canada,"Et là, il m'expliquait ça et il disait, en fait, ce qu'on voulait faire, c'est un peu comme l'application Desjardins, où tu peux faire tes transactions en ligne, tu sais, sur l'application. Moi, je me disais, Desjardins, déjà, depuis 20 ans, depuis 15 ans, je sais pas trop, qu'est-ce qui fait que le gouvernement du Québec n'est pas capable de livrer des projets comme ça?",FCM87201,8720136270
2185487370.wav,French,Male,Canada,"Parce que si on lisait mon texte, c'est que dans la partie d'autorisation, il y avait aussi les entreprises. Mais les entreprises, ça va tellement bien avec Clicséqur Revenu Québec que le gouvernement, quand il s'est vu que ça n'allait pas très bien avec SAG, a décidé de mettre cette partie-là de côté.",FCM21854,2185487370
8720156961.wav,French,Male,Canada,"Oui, à Bernard Drainville qui envisage finalement d'interdire le téléphone cellulaire dans l'école au complet. On sait qu'ils l'ont fait pour les classes récemment. Après le passage de Gabriel Attal, après les pressions aussi de Paul Serpent-Ferrandon, Bernard Drainville y réfléchit. Je trouve que c'est une excellente idée. Bon, Je ne suis pas certain auprès des parents si ça va bien passer parce que les parents ont acheté un cellulaire pour que leur enfant puisse s'en servir.",FCM87201,8720156961
2185468734.wav,French,Male,Canada,"Martine Biron, tout ce qui a trait au bureau en Israël, incapable de dire s'il pourrait y avoir des affaires québécoises avec de l'armement et son manque de courage diplomatique en ce qui a trait à ce qui se passe à Rafa présentement. Elle n'a pas osé y aller de propos négatifs envers Israël, même si les États-Unis en font en parallèle.",FCM21854,2185468734
2166440352.wav,French,Male,Canada,"Merci beaucoup. Moi, je vous donne des pouces en haut pour ce beau segment. Merci infiniment Patrick Bellerose du Bureau parlementaire et Nicolas Lachance, aussi deux correspondants, de comment dire, de grande qualité.",FCM21664,2166440352
2166468354.wav,French,Male,Canada,"On va reparler de l'insulte parlementaire de la semaine, plein de marde qui a été prononcée à Ottawa, comme on le sait, par le député Francis Droin, mais par les dimensions constitutionnelles de cet outrage. Bonjour, c'est évidemment Patrick Taillon qui est avec nous, notre chroniqueur constitutionnel et accessoirement professeur de droit à l'université Laval. Donc, quelles sont les dimensions constitutionnelles de cette insulte?",FCM21664,2166468354
4368186436.wav,French,Male,Canada,"Et on voit que ça dérange. Ça bouscule l'approche de l'entité fédérale, du gouvernement fédéral et notamment du Parti libéral du Canada aussi dans cette réaction épidermique du député Francis Drouin. C'est sûr que si on prend une approche statistique-la, ben oui, étudier à l'université en anglais sur les grands nombres, pas pour tout le monde, mais pour les grands nombres, ça favorise l’ assimilation.",FCM43681,4368186436
4368189876.wav,French,Male,Canada,"Formelle. Et donc, la jurisprudence canadienne, les autorités fédérales, rappellent toujours cette approche axée sur l'égalité réelle. On ne sait pas tout ce que ça veut dire, mais il y a quand même des énoncés très forts en lien avec ça. Notamment l'idée qu'il faut traiter les gens différemment pour atteindre un résultat égalitaire.",FCM43681,4368189876
4368173050.wav,French,Male,Canada,"Et là, enfin, on a commencé à faire du judo avec l'approche canadienne en disant, vous ne pouvez pas nous parler d'égalité réelle pour toutes les autres formes de discrimination. Quand on arrive aux relations entre les deux groupes de langues officielles, là, votre approche tient plus. Alors là, le vert est dans la pomme.",FCM43681,4368173050
4368186939.wav,French,Male,Canada,"Dans la nouvelle loi sur les langues officielles, le fédéral a été obligé d'admettre que ben oui, l'égalité réelle, c'est peut-être bon aussi pour le français. Ça veut dire quoi, ça? Il faut traiter les deux langues officielles différemment pour atteindre un résultat égalitaire.",FCM43681,4368186939
4368179409.wav,French,Male,Canada,"C'est comme quelqu'un qui est en train de faire le deuil de cette vieille approche qui consiste à dire non, non, au Québec, là, si on fait les choses pas exactes, il faut la parfaite symétrie entre symétrie au sens traitement identique de la minorité anglophone du Québec par rapport aux minorités franco-hors-Québec. Cela dit, même historiquement, le traitement identique et symétrique, là, c'est pas vrai.",FCM43681,4368179409
4368145807.wav,French,Male,Canada,"Et c'était la position de René Lévesque de constamment dire, ben écoutez, moi, je vous propose de la réciprocité. Si vous offrez les mêmes avantages, on va s'ajuster. Mais bref, il y a un discours là-dessus qui est persistant.",FCM43681,4368145807
4368160214.wav,French,Male,Canada,"Et donc, cette approche systémique qui pose le fédéral, elle consiste à dire, il y a un écart statistique, donc on vient diagnostiquer une inégalité systémique.",FCM43681,4368160214
4368177845.wav,French,Male,Canada,"Deux exemples, il y a un écart statistique dans qui a des chaires de recherche du Canada, donc il y a une inégalité systémique, on vous met des cibles obligatoires et on arrive par exemple à l'université Laval avec des concours en biologie, en histoire, où pour accéder à une chaire de recherche, il faut exclure les candidatures issues du groupe majoritaire historiquement avantagé.",FCM43681,4368177845
4368111255.wav,French,Male,Canada,"Vous voyez comment l'écart statistique devient l'outil diagnostique de la discrimination systémique et elle justifie et ça va loin. Par exemple, le gouvernement actuel en matière de peine de prison a adopté des lois pour dire au fond maintenant, s'il y a un écart statistique en défaveur des Autochtones ou par exemple des personnes noires dans les prisons, il faut essayer d'éviter la prison pour ces gens-là.",FCM43681,4368111255
4368199356.wav,French,Male,Canada,"Donc, il faut des peines de prison différentes, égalité réelle, donc des traitements différents pour atteindre l'égalité statistique recherchée. Et qu'est-ce qu'il fait Frédéric Lacroix? Ben, il fait la même chose.",FCM43681,4368199356
4368132011.wav,French,Male,Canada,"Il arrive et il dit, moi, je prends tous les financements de McGill et je prends tous les financements de l'Université de Montréal. Et qu'est-ce que je vois? Je vois un écart statistique.",FCM43681,4368132011
4368150608.wav,French,Male,Canada,"Et donc, il ramène cette réalité statistique qui place le fédéral face à, OK, effectivement, est-ce que toutes les formes de discrimination systémique seraient condamnables sauf la discrimination systémique ou statistique basée sur les rapports entre les deux langues officielles?",FCM43681,4368150608
4368185281.wav,French,Male,Canada,"Ah oui, le Canada fait des trucs incroyables pour le français. Mais au Québec, il s'agit de financer la présence de l'anglais. Il s'agit de renforcer la communauté anglophone. C'est ça, la politique traditionnelle. Et donc, on voit que le fédéral est un peu placé sur la défensive parce que le Québec est en train… ou une partie des parlementaires au fédéral et des forces au Québec sont en train de faire du judo.",FCM43681,4368185281
4368125116.wav,French,Male,Canada,"En utilisant ces concepts d'égalité réelle, de discrimination systémique pour attirer l'attention du fédéral sur le fait que si vous êtes cohérents avec il faut traiter les gens différemment pour arriver à un résultat semblable, ben là, vous ne pouvez plus traiter la minorité, le cas de l'anglais au Québec de la manière dont vous le faites depuis des années. Et donc, ça va être un dossier à suivre.",FCM43681,4368125116
4368123675.wav,French,Male,Canada,"Oui, sans tomber trop dans une revue des débats académiques sur ce sujet-là, mais ça fait un petit bout que la discussion existe. L'ouvrage d'Éric Poirier fait une revue remarquable de tout ça, et au fond, on a des gens qui disent, par exemple comme Frédéric Bérard, qui disent non, non, non, il y a déjà un traitement différencier.",FCM43681,4368123675
4368118837.wav,French,Male,Canada,"Comme s'il anticipe que ça va être un problème, puis il dit non, non, c'est déjà le cas, on traite déjà. Éric Poirier, lui, dans son ouvrage, il cherche le traitement différencier. Il ne le trouve pas.",FCM43681,4368118837
4368148898.wav,French,Male,Canada,"Et il y a même des pessimistes, moi j'en fais partie. Je pense qu'il y a un traitement différencier. Il existe, mais il est en faveur de l'anglais au Québec.",FCM43681,4368148898
2166484157.wav,French,Male,Canada,"Deuxième sujet, tu as lu la décision de la juge Mas, qui a rejeté la semaine passée l'injonction qui demandait la levée du campement pro-palestinien de McGill.",FCM21664,2166484157
2166437287.wav,French,Male,Canada,"Donc, elle avait fait une exception pour les itinérants, donc on en avait beaucoup parlé de cette décision-là. Mais grosso modo, il ressort de ces motifs, en tout cas moi, un sentiment, un double sentiment, celui de l'imprévisibilité du droit et celui aussi de l'impuissance du droit. Le droit imprévisible, pourquoi Antoine?",FCM21664,2166437287
2166476040.wav,French,Male,Canada,"Parce que dans ce genre de dossier-là, on rend toujours des décisions provisoires, c'est-à-dire en attendant de trancher le fond de l'affaire. Mais quand on arrive pour trancher le fond de l'affaire, la manif est finie. Et donc, on tranche avec des critères qui ne sont pas les vrais.",FCM21664,2166476040
2166485846.wav,French,Male,Canada,"Donc, à la question est-ce que j'ai le droit de manifester sur un campus jour et nuit pendant des semaines, au fond, on ne se rend jamais à la bonne réponse. On se rend seulement à des étapes préliminaires où on dit, ben là, on va gérer, on va monitorer la situation en fonction de critères provisoires. Donc, il y a cette dimension-là.",FCM21664,2166485846
2166460897.wav,French,Male,Canada,"Deuxième dimension qui rend le droit très imprévisible, c'est qu'on tranche de façon hyper-contextuelle. On s'intéresse à l'aspect sécurité, donc comment ça se passe? Bloque-t-on les accès?",FCM21664,2166460897
2166420585.wav,French,Male,Canada,"Il y a-t-il de la violence? Le type de lieu, est-ce que le lieu est privé ou accessible au public? Et moi, je pense, c'est pas très explicite dans la décision de Chantal Masse, mais ça finit par être présent, la durée de la manifestation.",FCM21664,2166420585
2166413836.wav,French,Male,Canada,"Il y a des choses qu'on va tolérer dans la rue pour une manifestation intense qui dure quelques heures, mais que la même chose, on ne la tolérera pas pendant des mois non plus. Et donc, la liberté d'expression, oui, les messages, on protège largement, mais les lieux, la forme, la durée, ça, ça se discute, mais quand on arrive pour en discuter, on est au provisoire dans l'urgence, puis on se rend rarement au débat final.",FCM21664,2166413836
2166498188.wav,French,Male,Canada,"Je sais que le temps file, mais c'est aussi une preuve de l'impuissance du droit. Comme dans le dossier des camionneurs, il y a en eu des injonctions à Ottawa. Là, à McGill ne l'a pas donné les injonctions mais Ottawa lui a donné les injonctions, puis il ne se passait rien.",FCM21664,2166498188
2166468051.wav,French,Male,Canada,"Oui, en effet. Chantal Masse, elle l'écrit dans son jugement. Il y a un magnifique paragraphe, elle dit, Tout le monde est pour la vertu, je la cite, tout le monde est pour la vertu, bien sûr, mais tout le monde ne voit pas de la même façon comment elle doit s'incarner.",FCM21664,2166468051
2166499129.wav,French,Male,Canada,"Rendre une telle ordonnance, donc l'injonction, dans le contexte qui nous occupe, ici, est presque une invitation à rendre une décision difficilement exécutoire et suffisant d'avance des débats sur son respect.",FCM21664,2166499129
2166445048.wav,French,Male,Canada,"Oui, le problème avec le premier ministre, c'est que des fois, il oublie dans sa fonction un certain devoir de réserve à l'endroit de la police. Pourquoi je ne pense pas que M. Legault a appelé le directeur de police pour lui ortonner.",FCM21664,2166445048
